Time(s),T1_center(℃),T2_surface(℃),T3_tab(℃)
176,25,25,25
177,25,25,25
178,25,25,25
179,25,25,25
180,25,25,25
181,25,25,25
182,25,25,25
183,25,25,25
184,25,25,25
185,25,25,25
186,25,25,25
187,25,25,25
188,25,25,25
189,25,25,25
190,25,25,25
191,25,25,25
192,25,25,25
193,25,25,25
194,25,25,25
195,25,25,25
196,25,25,25
197,25,25,25
198,25,25,25
199,25,25,25
200,25,25,25
201,25,25,25
202,25,25,25
203,25,25,25
204,25,25,25
205,25,25,25
206,25,25,25
207,25,25,25
208,25,25,25
209,25,25,25
210,25,25,25
211,25,25,25
212,25,25,25
213,25,25,25
214,25,25,25
215,25,25,25
216,25,25,25
217,25,25,25
218,25,25,25
219,25,25,25
220,25,25,25
221,25,25,25
222,25,25,25
223,25,25,25
224,25,25,25
225,25,25,25
226,25,25,25
227,25,25,25
228,25,25,25
229,25,25,25
230,25,25,25
231,25,25,25
232,25,25,25
233,25,25,25
234,25,25,25
235,25,25,25
236,25,25,25
237,25,25,25
238,25,25,25
239,25,25,25
240,25,25,25
241,25,25,25
242,25,25,25
243,25,25,25
244,25,25,25
245,25,25,25
246,25,25,25
247,25,25,25
248,25,25,25
249,25,25,25
250,25,25,25
251,25,25,25
252,25,25,25
253,25,25,25
254,25,25,25
255,25,25,25
256,25,25,25
257,25,25,25
258,25,25,25
259,25,25,25
260,25,25,25
261,25,25,25
262,25,25,25
263,25,25,25
264,25,25,25
265,25,25,25
266,25,25,25
267,25,25,25
268,25,25,25
269,25,25,25
270,25,25,25
271,25,25,25
272,25,25,25
273,25,25,25
274,25,25,25
275,25,25,25
276,25,25,25
277,25,25,25
278,25,25,25
279,25,25,25
280,25,25,25
281,25,25,25
282,25,25,25
283,25,25,25
284,25,25,25
285,25,25,25
286,25,25,25
287,25,25,25
288,25,25,25
289,25,25,25
290,25,25,25
291,25,25,25
292,25,25,25
293,25,25,25
294,25,25,25
295,25,25,25
296,25,25,25
297,25,25,25
298,25,25,25
299,25,25,25
300,27.0,24.4,25.0
301,27.4,28.6,27.1
302,31.6,31.5,29.2
303,35.3,33.2,31.3
304,40.5,36.1,33.3
305,44.4,38.9,35.3
306,49.3,42.2,37.3
307,51.1,45.1,39.3
308,54.9,47.6,41.2
309,59.0,50.4,43.1
310,59.3,53.2,45.0
311,63.0,55.8,46.8
312,65.9,56.8,48.6
313,72.2,59.7,50.4
314,75.3,62.6,52.2
315,76.0,64.0,53.9
316,78.9,66.9,55.6
317,84.5,69.6,57.3
318,85.3,71.9,59.0
319,88.5,74.4,60.7
320,92.4,75.8,62.3
321,94.9,77.9,63.9
322,94.4,79.5,65.5
323,98.9,81.7,67.0
324,100.7,85.2,68.5
325,104.1,86.6,70.0
326,106.8,88.1,71.5
327,109.6,89.2,73.0
328,111.6,91.5,74.5
329,113.5,94.2,75.9
330,115.1,94.9,77.3
331,116.0,97.9,78.7
332,121.5,99.7,80.0
333,123.4,100.2,81.4
334,122.5,103.4,82.7
335,126.0,104.8,84.0
336,125.8,105.3,85.3
337,130.1,107.1,86.6
338,130.0,109.3,87.8
339,134.9,110.9,89.1
340,133.3,113.5,90.3
341,137.4,114.6,91.5
342,137.9,116.4,92.7
343,140.3,117.6,93.8
344,143.3,119.5,95.0
345,144.7,120.4,96.1
346,146.3,120.8,97.3
347,148.5,122.8,98.4
348,147.3,125.0,99.4
349,148.6,126.4,100.5
350,150.4,126.2,101.6
351,151.1,128.6,102.6
352,153.8,128.4,103.6
353,155.3,130.8,104.6
354,159.0,131.9,105.6
355,159.4,132.3,106.6
356,158.8,133.3,107.6
357,160.4,134.4,108.6
358,162.5,137.3,109.5
359,164.4,137.1,110.4
360,165.4,139.0,111.3
361,166.1,139.9,112.2
362,168.4,141.5,113.1
363,167.7,142.8,114.0
364,169.7,143.4,114.9
365,169.6,143.5,115.7
366,171.2,145.3,116.6
367,172.3,146.6,117.4
368,174.0,146.9,118.2
369,175.6,147.7,119.0
370,177.4,149.9,119.8
371,175.9,150.1,120.6
372,177.0,151.0,121.4
373,179.5,151.7,122.1
374,180.2,153.5,122.9
375,179.1,154.3,123.6
376,181.7,154.7,124.4
377,180.2,155.2,125.1
378,182.8,156.5,125.8
379,185.7,156.7,126.5
380,184.0,156.9,127.2
381,187.0,159.3,127.8
382,185.0,160.1,128.5
383,187.3,159.3,129.2
384,188.7,161.2,129.8
385,189.5,160.7,130.5
386,189.8,162.5,131.1
387,190.8,163.3,131.7
388,190.7,162.6,132.3
389,190.8,165.1,132.9
390,192.3,165.1,133.5
391,192.4,164.7,134.1
392,193.3,165.8,134.7
393,191.9,166.4,135.3
394,193.4,167.1,135.8
395,196.5,168.8,136.4
396,195.6,168.8,136.9
397,195.3,168.3,137.5
398,197.0,169.4,138.0
399,198.4,170.1,138.5
400,198.1,172.0,139.1
401,197.8,172.4,139.6
402,197.6,172.3,140.1
403,200.0,172.2,140.6
404,199.2,173.8,141.0
405,201.2,174.6,141.5
406,201.8,174.9,142.0
407,200.1,173.9,142.5
408,200.0,175.5,142.9
409,200.7,175.8,143.4
410,201.3,176.6,143.8
411,202.9,176.7,144.3
412,204.9,177.5,144.7
413,203.7,176.7,145.1
414,204.8,178.9,145.6
415,204.7,178.0,146.0
416,204.1,178.7,146.4
417,207.5,179.6,146.8
418,206.2,179.1,147.2
419,207.3,180.9,147.6
420,207.2,181.5,148.0
421,208.6,181.9,148.4
422,207.2,181.1,148.7
423,206.6,180.9,149.1
424,210.0,181.3,149.5
425,208.9,183.3,149.8
426,208.9,182.3,150.2
427,208.2,183.6,150.6
428,209.3,183.3,150.9
429,207.9,184.5,151.2
430,209.0,183.7,151.6
431,210.3,185.4,151.9
432,211.1,184.5,152.2
433,213.0,185.4,152.6
434,211.5,185.2,152.9
435,211.9,185.3,153.2
436,212.2,187.3,153.5
437,211.6,186.7,153.8
438,213.2,186.1,154.1
439,213.2,186.6,154.4
440,212.3,187.1,154.7
441,213.1,187.4,155.0
442,212.5,187.3,155.3
443,215.2,189.3,155.6
444,213.6,188.3,155.8
445,214.5,189.1,156.1
446,213.1,188.5,156.4
447,215.0,189.7,156.6
448,216.5,190.4,156.9
449,215.7,190.9,157.1
450,214.1,190.7,157.4
451,216.9,190.1,157.7
452,215.4,191.5,157.9
453,215.2,191.6,158.1
454,213.8,192.0,158.4
455,214.5,191.6,158.6
456,215.7,190.7,158.8
457,217.6,191.2,159.1
458,216.5,192.9,159.3
459,218.6,192.9,159.5
460,218.2,192.5,159.7
461,217.5,192.6,160.0
462,215.7,192.1,160.2
463,216.6,193.9,160.4
464,217.6,193.9,160.6
465,217.0,193.3,160.8
466,219.3,193.2,161.0
467,218.7,194.7,161.2
468,217.7,193.4,161.4
469,216.5,193.3,161.6
470,219.2,194.8,161.8
471,216.9,194.6,162.0
472,219.0,194.2,162.1
473,217.7,194.2,162.3
474,219.5,195.6,162.5
475,218.2,194.8,162.7
476,218.2,195.7,162.9
477,217.3,195.3,163.0
478,220.7,196.1,163.2
479,220.6,196.3,163.4
480,219.3,195.4,163.5
481,220.1,195.2,163.7
482,220.2,196.5,163.9
483,220.7,197.3,164.0
484,219.6,196.7,164.2
485,221.2,197.0,164.3
486,219.9,196.7,164.5
487,221.0,196.9,164.6
488,222.3,196.8,164.8
489,222.2,198.3,164.9
490,219.9,197.7,165.1
491,218.9,197.0,165.2
492,219.6,198.5,165.3
493,219.3,198.7,165.5
494,220.0,198.9,165.6
495,221.8,198.0,165.7
496,221.6,197.2,165.9
497,222.8,198.4,166.0
498,221.9,199.3,166.1
499,221.5,199.0,166.3
500,221.3,198.5,166.4
501,220.4,199.2,166.5
502,222.4,198.3,166.6
503,221.7,198.0,166.7
504,221.3,199.7,166.9
505,222.0,199.2,167.0
506,221.6,198.4,167.1
507,223.3,198.8,167.2
508,223.4,198.6,167.3
509,223.0,199.4,167.4
510,220.9,200.2,167.5
511,221.4,200.1,167.6
512,221.7,199.6,167.7
513,220.4,199.0,167.8
514,223.5,200.6,167.9
515,222.8,199.9,168.0
516,221.0,200.8,168.1
517,222.9,200.7,168.2
518,220.8,199.3,168.3
519,221.6,201.0,168.4
520,222.1,199.9,168.5
521,223.5,200.7,168.6
522,224.6,200.2,168.7
523,223.3,199.8,168.8
524,222.1,201.7,168.9
525,221.9,201.2,169.0
526,221.3,200.9,169.1
527,223.2,200.7,169.1
528,222.3,201.8,169.2
529,222.5,200.3,169.3
530,224.0,201.7,169.4
531,222.5,201.2,169.5
532,221.9,201.0,169.5
533,221.5,202.2,169.6
534,221.6,202.1,169.7
535,223.2,200.9,169.8
536,221.6,200.5,169.8
537,223.9,202.0,169.9
538,221.5,202.2,170.0
539,221.5,201.5,170.1
540,222.3,202.2,170.1
541,221.7,201.0,170.2
542,223.2,201.3,170.3
543,224.6,202.7,170.3
544,222.1,202.0,170.4
545,223.7,202.7,170.5
546,224.2,202.6,170.5
547,223.9,201.2,170.6
548,222.2,201.4,170.7
549,225.2,202.9,170.7
550,224.8,202.3,170.8
551,223.7,203.0,170.8
552,222.0,202.3,170.9
553,224.2,202.1,171.0
554,222.1,201.8,171.0
555,225.8,201.7,171.1
556,223.7,203.2,171.1
557,223.9,202.1,171.2
558,222.0,203.2,171.2
559,222.6,203.4,171.3
560,225.2,203.0,171.3
561,223.1,203.0,171.4
562,224.1,203.3,171.4
563,225.4,203.2,171.5
564,225.6,203.7,171.5
565,223.0,203.7,171.6
566,223.6,202.9,171.6
567,224.8,202.5,171.7
568,224.1,202.7,171.7
569,223.8,202.0,171.8
570,225.4,202.4,171.8
571,225.4,203.6,171.9
572,222.3,202.1,171.9
573,222.7,203.7,172.0
574,224.6,202.5,172.0
575,225.8,203.4,172.0
576,223.6,203.0,172.1
577,224.9,203.9,172.1
578,223.5,204.2,172.2
579,224.2,202.5,172.2
580,223.6,204.3,172.3
581,224.7,203.4,172.3
582,224.1,203.5,172.3
583,223.6,204.3,172.4
584,225.3,204.1,172.4
585,225.4,204.4,172.4
586,222.7,203.9,172.5
587,224.5,204.4,172.5
588,224.4,203.7,172.5
589,225.3,204.1,172.6
590,226.2,203.8,172.6
591,224.0,204.0,172.7
592,226.1,203.7,172.7
593,225.3,203.0,172.7
594,222.9,203.0,172.8
595,222.5,204.0,172.8
596,224.1,204.3,172.8
597,225.7,203.9,172.8
598,225.1,203.0,172.9
599,225.7,204.6,172.9
600,223.3,203.7,172.9
601,225.5,204.5,173.0
602,224.7,203.0,173.0
603,224.0,204.7,173.0
604,224.1,202.9,173.1
605,224.0,203.7,173.1
606,222.7,204.6,173.1
607,226.5,204.2,173.1
608,226.1,203.4,173.2
609,225.2,203.1,173.2
610,223.8,204.8,173.2
611,225.8,203.3,173.2
612,223.4,204.2,173.3
613,223.0,205.0,173.3
614,225.0,204.7,173.3
615,225.9,204.1,173.3
616,225.0,204.6,173.4
617,225.2,204.7,173.4
618,226.6,204.5,173.4
619,225.6,204.9,173.4
620,225.7,204.1,173.4
621,223.8,203.6,173.5
622,225.1,204.7,173.5
623,223.6,203.2,173.5
624,226.6,203.2,173.5
625,225.4,205.1,173.6
626,224.0,203.4,173.6
627,225.1,204.0,173.6
628,223.1,204.3,173.6
629,222.8,203.7,173.6
630,224.0,204.8,173.7
631,226.5,203.9,173.7
632,224.3,204.0,173.7
633,224.6,203.5,173.7
634,224.2,204.1,173.7
635,226.6,203.6,173.7
636,225.9,204.2,173.8
637,224.5,205.1,173.8
638,223.0,204.6,173.8
639,225.6,205.2,173.8
640,226.5,204.1,173.8
641,223.9,204.7,173.9
642,225.0,205.3,173.9
643,226.0,203.5,173.9
644,226.6,204.7,173.9
645,222.9,204.1,173.9
646,226.3,204.3,173.9
647,223.0,204.1,173.9
648,223.5,204.9,174.0
649,225.5,204.5,174.0
650,225.3,203.7,174.0
651,225.3,203.6,174.0
652,223.3,204.7,174.0
653,225.0,204.0,174.0
654,224.5,205.2,174.0
655,226.2,205.5,174.1
656,224.7,204.6,174.1
657,226.6,204.8,174.1
658,225.4,204.1,174.1
659,225.3,204.6,174.1
660,224.3,204.9,174.1
661,224.3,203.9,174.1
662,225.6,205.1,174.1
663,224.8,205.4,174.2
664,226.7,204.6,174.2
665,224.3,204.6,174.2
666,223.3,204.7,174.2
667,223.3,204.6,174.2
668,225.3,203.7,174.2
669,224.7,204.9,174.2
670,223.2,203.8,174.2
671,223.5,204.9,174.3
672,224.6,203.7,174.3
673,226.8,203.9,174.3
674,226.6,203.9,174.3
675,226.9,205.3,174.3
676,226.1,205.3,174.3
677,226.9,205.4,174.3
678,225.4,204.8,174.3
679,224.0,203.9,174.3
680,226.4,203.7,174.3
681,223.8,204.3,174.4
682,226.8,205.6,174.4
683,225.0,205.4,174.4
684,224.7,204.2,174.4
685,226.3,204.8,174.4
686,226.8,205.4,174.4
687,226.4,203.8,174.4
688,223.5,205.5,174.4
689,223.0,205.5,174.4
690,224.0,204.7,174.4
691,225.2,204.3,174.4
692,224.4,204.5,174.4
693,226.8,205.4,174.5
694,224.6,204.3,174.5
695,224.2,205.7,174.5
696,223.7,205.0,174.5
697,225.5,204.4,174.5
698,225.2,204.4,174.5
699,226.1,205.6,174.5
700,223.2,204.6,174.5
701,225.4,205.0,174.5
702,223.2,203.9,174.5
703,225.5,204.9,174.5
704,226.7,205.0,174.5
705,223.0,205.0,174.5
706,226.1,204.4,174.5
707,224.4,204.6,174.6
708,224.0,204.9,174.6
709,225.6,203.9,174.6
710,226.8,204.0,174.6
711,225.2,204.9,174.6
712,225.4,205.3,174.6
713,224.1,205.1,174.6
714,223.4,204.1,174.6
715,224.6,204.5,174.6
716,223.2,205.0,174.6
717,223.4,205.7,174.6
718,223.2,204.9,174.6
719,223.1,204.3,174.6
720,224.6,204.8,174.6
721,225.0,205.0,174.6
722,226.7,204.7,174.6
723,225.0,204.6,174.6
724,226.9,205.6,174.6
725,226.9,204.9,174.7
726,225.1,204.6,174.7
727,225.7,205.0,174.7
728,223.2,205.5,174.7
729,225.5,204.7,174.7
730,223.7,203.9,174.7
731,225.2,205.1,174.7
732,224.9,204.3,174.7
733,225.6,204.6,174.7
734,226.5,205.2,174.7
735,224.0,204.0,174.7
736,223.7,204.0,174.7
737,225.5,203.9,174.7
738,225.8,204.4,174.7
739,225.8,204.9,174.7
740,226.6,205.2,174.7
741,223.3,204.5,174.7
742,225.4,204.3,174.7
743,224.5,205.1,174.7
744,223.1,205.0,174.7
745,225.4,204.2,174.7
746,226.1,205.1,174.7
747,224.9,204.4,174.7
748,225.3,205.4,174.8
749,223.7,204.3,174.8
750,225.5,204.3,174.8
751,225.7,204.5,174.8
752,226.2,205.1,174.8
753,223.6,204.2,174.8
754,223.0,204.8,174.8
755,223.5,205.6,174.8
756,226.2,204.8,174.8
757,226.0,205.4,174.8
758,224.0,205.3,174.8
759,225.5,204.0,174.8
760,223.8,204.4,174.8
761,223.7,204.7,174.8
762,225.9,205.8,174.8
763,225.5,204.6,174.8
764,224.7,204.6,174.8
765,223.0,205.1,174.8
766,225.1,205.5,174.8
767,225.0,205.7,174.8
768,224.8,205.4,174.8
769,225.4,205.8,174.8
770,223.6,205.2,174.8
771,223.9,205.2,174.8
772,223.0,205.0,174.8
773,223.3,204.6,174.8
774,223.0,205.8,174.8
775,224.7,205.6,174.8
776,224.7,204.5,174.8
777,223.3,204.8,174.8
778,223.7,205.0,174.8
779,224.1,205.3,174.8
780,226.2,204.4,174.8
781,226.1,204.6,174.8
782,225.2,204.3,174.8
783,224.0,204.1,174.8
784,224.4,204.7,174.9
785,225.5,204.9,174.9
786,225.3,205.7,174.9
787,226.1,205.3,174.9
788,226.6,205.1,174.9
789,223.2,204.8,174.9
790,224.9,205.8,174.9
791,223.9,204.5,174.9
792,224.1,205.8,174.9
793,225.6,204.6,174.9
794,225.2,204.3,174.9
795,226.6,204.6,174.9
796,224.9,204.7,174.9
797,223.4,205.5,174.9
798,223.1,204.9,174.9
799,223.2,204.5,174.9
800,224.5,204.8,174.9
801,223.0,204.9,174.9
802,224.4,205.5,174.9
803,225.9,204.1,174.9
804,226.9,204.8,174.9
805,225.6,204.3,174.9
806,223.6,205.1,174.9
807,223.6,205.6,174.9
808,225.7,205.8,174.9
809,224.6,204.7,174.9
810,226.7,205.2,174.9
811,225.4,204.3,174.9
812,224.4,205.1,174.9
813,223.0,204.4,174.9
814,226.9,204.6,174.9
815,224.8,205.1,174.9
816,224.2,205.8,174.9
817,227.0,205.7,174.9
818,225.1,204.5,174.9
819,225.6,204.7,174.9
820,224.6,205.6,174.9
821,225.2,205.9,174.9
822,223.4,204.3,174.9
823,225.6,204.4,174.9
824,226.6,204.3,174.9
825,225.4,205.0,174.9
826,224.9,204.2,174.9
827,225.4,205.4,174.9
828,227.0,205.0,174.9
829,226.3,204.0,174.9
830,224.1,205.4,174.9
831,225.3,204.1,174.9
832,226.0,205.2,174.9
833,225.6,205.7,174.9
834,224.5,205.4,174.9
835,224.7,204.9,174.9
836,223.9,204.1,174.9
837,226.7,205.5,174.9
838,224.0,204.2,174.9
839,225.1,204.3,174.9
840,225.3,204.5,174.9
841,223.6,204.4,174.9
842,224.0,204.5,174.9
843,223.5,204.7,174.9
844,225.8,205.9,174.9
845,226.1,205.1,174.9
846,226.0,204.3,174.9
847,224.6,205.4,174.9
848,224.3,204.7,174.9
849,225.3,204.5,174.9
850,223.5,205.8,174.9
851,224.2,204.0,174.9
852,226.4,204.9,174.9
853,226.5,205.6,174.9
854,224.3,204.2,174.9
855,223.3,204.9,174.9
856,224.4,204.6,174.9
857,223.6,205.1,174.9
858,226.1,205.0,174.9
859,226.9,204.8,174.9
860,225.8,205.6,174.9
861,223.8,204.7,175.0
862,223.9,205.6,175.0
863,224.0,205.9,175.0
864,226.0,205.2,175.0
865,225.1,205.1,175.0
866,223.9,205.7,175.0
867,223.7,204.0,175.0
868,225.2,205.9,175.0
869,225.4,204.7,175.0
870,226.5,204.5,175.0
871,224.0,204.8,175.0
872,224.1,204.2,175.0
873,226.2,205.3,175.0
874,224.6,204.8,175.0
875,223.1,205.2,175.0
876,226.5,205.1,175.0
877,226.1,204.9,175.0
878,224.6,204.5,175.0
879,224.8,204.9,175.0
880,223.6,205.8,175.0
881,223.9,205.8,175.0
882,225.9,204.9,175.0
883,223.4,205.8,175.0
884,223.2,204.8,175.0
885,224.3,205.6,175.0
886,225.1,204.0,175.0
887,224.5,205.4,175.0
888,226.5,205.9,175.0
889,225.1,205.9,175.0
890,224.4,204.2,175.0
891,226.1,204.3,175.0
892,224.8,204.4,175.0
893,227.0,204.5,175.0
894,225.4,206.0,175.0
895,225.7,205.7,175.0
896,224.1,205.1,175.0
897,224.9,205.0,175.0
898,226.2,205.8,175.0
899,226.7,205.6,175.0
900,225.3,205.8,175.0
901,226.5,206.0,175.0
902,223.7,205.5,175.0
903,224.2,205.3,175.0
904,226.9,205.3,175.0
905,223.5,204.5,175.0
906,223.1,204.5,175.0
907,223.4,205.2,175.0
908,225.7,205.5,175.0
909,226.4,204.8,175.0
910,223.5,205.1,175.0
911,226.7,204.7,175.0
912,226.2,205.2,175.0
913,224.4,205.8,175.0
914,225.2,204.3,175.0
915,225.0,205.6,175.0
916,224.2,204.9,175.0
917,226.4,206.0,175.0
918,225.9,205.7,175.0
919,225.1,204.2,175.0
920,225.3,204.2,175.0
921,226.4,204.0,175.0
922,226.3,205.1,175.0
923,225.2,206.0,175.0
924,226.1,204.4,175.0
925,225.7,205.0,175.0
926,226.8,204.7,175.0
927,224.8,205.8,175.0
928,225.7,204.6,175.0
929,225.9,204.4,175.0
930,224.7,204.2,175.0
931,226.9,205.2,175.0
932,223.2,204.3,175.0
933,225.5,205.7,175.0
934,225.9,205.2,175.0
935,225.4,204.8,175.0
936,225.4,205.3,175.0
937,225.5,205.1,175.0
938,223.5,204.1,175.0
939,224.1,205.8,175.0
940,224.5,205.3,175.0
941,225.0,204.3,175.0
942,226.5,204.5,175.0
943,224.4,205.7,175.0
944,226.0,204.1,175.0
945,226.9,204.2,175.0
946,226.8,205.9,175.0
947,225.5,205.4,175.0
948,225.4,204.7,175.0
949,225.1,204.6,175.0
950,224.5,205.8,175.0
951,225.4,205.6,175.0
952,223.0,205.8,175.0
953,224.0,204.3,175.0
954,225.3,204.3,175.0
955,226.0,204.5,175.0
956,223.8,205.7,175.0
957,223.1,204.1,175.0
958,223.3,204.9,175.0
959,223.4,204.6,175.0
960,224.7,205.1,175.0
961,224.7,205.5,175.0
962,226.3,204.5,175.0
963,224.8,204.0,175.0
964,223.2,205.1,175.0
965,225.0,205.4,175.0
966,225.5,204.0,175.0
967,223.8,205.4,175.0
968,223.4,204.9,175.0
969,224.6,204.0,175.0
970,225.9,204.0,175.0
971,224.1,206.0,175.0
972,224.0,205.8,175.0
973,226.2,204.9,175.0
974,224.3,204.7,175.0
975,226.5,205.8,175.0
976,227.0,205.2,175.0
977,223.4,205.0,175.0
978,226.2,205.7,175.0
979,225.2,205.2,175.0
980,224.0,204.9,175.0
981,226.1,205.5,175.0
982,224.5,204.2,175.0
983,223.7,205.4,175.0
984,226.7,204.1,175.0
985,224.7,204.4,175.0
986,227.0,205.2,175.0
987,224.1,206.0,175.0
988,223.8,205.5,175.0
989,225.0,205.0,175.0
990,225.9,204.5,175.0
991,225.6,205.5,175.0
992,224.1,205.9,175.0
993,224.3,204.3,175.0
994,223.7,204.7,175.0
995,226.8,205.9,175.0
996,226.5,205.3,175.0
997,225.2,205.1,175.0
998,223.4,205.8,175.0
999,223.3,205.9,175.0
1000,226.0,205.3,175.0
1001,226.3,204.6,175.0
1002,226.2,204.4,175.0
1003,224.1,205.3,175.0
1004,225.3,205.4,175.0
1005,223.4,204.6,175.0
1006,223.4,205.3,175.0
1007,223.8,204.6,175.0
1008,223.7,205.3,175.0
1009,225.4,205.4,175.0
1010,227.0,204.1,175.0
1011,225.3,205.3,175.0
1012,226.3,205.6,175.0
1013,223.7,204.2,175.0
1014,224.9,204.6,175.0
1015,224.0,204.3,175.0
1016,226.7,205.4,175.0
1017,226.2,204.9,175.0
1018,223.0,205.6,175.0
1019,225.9,204.5,175.0
1020,226.7,204.1,175.0
1021,225.1,204.0,175.0
1022,224.4,204.8,175.0
1023,224.1,205.9,175.0
1024,223.8,204.2,175.0
1025,223.5,204.8,175.0
1026,226.0,204.8,175.0
1027,226.3,205.0,175.0
1028,226.1,205.0,175.0
1029,225.9,206.0,175.0
1030,223.6,204.7,175.0
1031,224.3,204.3,175.0
1032,226.2,204.5,175.0
1033,226.6,204.8,175.0
1034,226.8,205.6,175.0
1035,226.3,204.3,175.0
1036,223.2,204.1,175.0
1037,226.3,204.4,175.0
1038,224.5,205.2,175.0
1039,226.8,205.6,175.0
1040,226.1,205.8,175.0
1041,224.1,206.0,175.0
1042,223.9,204.1,175.0
1043,224.3,205.2,175.0
1044,225.2,204.1,175.0
1045,226.6,205.1,175.0
1046,226.3,205.8,175.0
1047,225.8,205.2,175.0
1048,224.7,205.8,175.0
1049,226.1,204.7,175.0
1050,224.4,204.3,175.0
1051,223.7,204.2,175.0
1052,225.2,205.6,175.0
1053,224.1,205.3,175.0
1054,225.6,205.5,175.0
1055,226.4,204.2,175.0
1056,225.6,205.4,175.0
1057,224.9,205.6,175.0
1058,226.4,205.9,175.0
1059,225.4,204.5,175.0
1060,224.6,204.9,175.0
1061,224.1,204.2,175.0
1062,224.6,205.4,175.0
1063,225.0,205.2,175.0
1064,224.6,204.2,175.0
1065,224.1,205.8,175.0
1066,223.0,205.4,175.0
1067,224.3,205.0,175.0
1068,224.0,204.8,175.0
1069,223.3,204.6,175.0
1070,226.7,204.7,175.0
1071,223.1,205.0,175.0
1072,224.2,205.6,175.0
1073,223.8,204.7,175.0
1074,223.5,204.4,175.0
1075,225.1,205.1,175.0
1076,226.3,205.7,175.0
1077,226.3,204.8,175.0
1078,225.0,205.1,175.0
1079,226.2,204.1,175.0
1080,224.5,204.1,175.0
1081,225.9,205.9,175.0
1082,225.1,204.3,175.0
1083,224.5,204.6,175.0
1084,226.4,205.9,175.0
1085,225.0,205.4,175.0
1086,225.6,204.9,175.0
1087,224.1,204.8,175.0
1088,224.6,205.6,175.0
1089,225.0,205.7,175.0
1090,226.9,204.3,175.0
1091,223.9,206.0,175.0
1092,226.0,205.3,175.0
1093,224.4,205.9,175.0
1094,226.0,205.9,175.0
1095,226.4,205.2,175.0
1096,224.9,204.6,175.0
1097,223.8,205.4,175.0
1098,226.0,205.8,175.0
1099,223.6,204.7,175.0
1100,226.6,205.0,175.0
1101,225.2,205.2,175.0
1102,225.3,205.5,175.0
1103,224.1,204.5,175.0
1104,225.4,204.6,175.0
1105,225.3,205.1,175.0
1106,224.7,205.8,175.0
1107,224.6,204.0,175.0
1108,225.5,205.2,175.0
1109,224.2,205.6,175.0
1110,225.5,205.1,175.0
1111,224.0,204.3,175.0
1112,225.8,204.8,175.0
1113,225.1,204.0,175.0
1114,225.1,204.2,175.0
