Time(s),Ch1_Temp(℃),Ch2_Temp(℃)
8040,25.023627960411055,25.19972336200949
8100,25.079455470601687,25.01383089337187
8160,25.078675716483122,25.07545815036246
8220,25.083261879136955,25.09774795863678
8280,25.040543253336573,25.196402859710517
8340,25.041356329849915,25.036811394422223
8400,25.07763191997592,25.045414194736303
8460,25.086175330908638,25.11233337493893
8520,25.05645198987789,25.087634728838086
8580,25.013077314740407,25.02057984598716
8640,25.015971563127234,25.022474755309908
8700,25.082427813148207,25.032001864461073
8760,25.0117102721964,25.177051110979026
8820,25.021463529053868,25.01000612961979
8880,25.017413590110483,25.14679359256945
8940,25.002969339235683,25.07300298005122
9000,25.039069052586143,25.116028116633483
9060,25.065677263489235,25.145344024339064
9120,25.097796577195854,25.002368159487
9180,25.048478625962392,25.003483028740565
9240,25.089860252533533,25.011608387890313
9300,25.067918719851924,25.03750868377293
9360,25.091132099625643,25.10177852173944
9420,25.060316561261583,25.11561780534208
9480,25.0406592770318,25.091916371227807
9540,25.05354385832206,25.04968175440108
9600,25.018173032209177,25.15833447110709
9660,25.023812856881666,25.18864044387077
9720,25.01120026278463,25.151492511232977
9780,25.049319911270253,25.18258984939728
9840,25.003378455267818,25.066154370406394
9900,25.05949890897016,25.055344412019565
9960,25.07906221035946,25.0761871910789
10020,25.00979689467981,25.094460359546904
10080,25.07608111055345,25.198526901616425
10140,25.048659879362365,25.176575578833244
10200,25.014792873518658,25.10004104961513
10260,25.0561053080969,25.13346798278491
10320,25.067857722823966,25.03716685109334
10380,25.053076765985804,25.000067777768493
10440,25.002888786612495,25.100071017884414
10500,25.03633337181103,25.031158960029018
10560,25.08480176385794,25.161438788825016
10620,25.051092523390185,25.189699354431983
10680,25.00983649045691,25.055750656406467
10740,25.034905481106968,25.143482509049836
10800,25.03385848085146,25.049683858982828
10860,25.09867748053026,25.181324596723467
10920,25.022071991959642,25.198867615576308
10980,25.071027358383095,25.09574779786305
11040,25.001337309377508,25.042715067045958
11100,25.06011800234284,25.1534590137729
11160,25.087694988251222,25.117902609561643
11220,25.010635020994975,25.117386418044163
11280,25.034139160705863,25.170436985117128
11340,25.001070279432188,25.104047077748145
11400,25.058865238274986,25.045419068784906
11460,25.063309358567704,25.137112285723635
11520,25.09685304813075,25.157259234707965
11580,25.029786099912638,25.12101347500022
11640,25.092521103456075,25.019107033549403
11700,25.022440205819443,25.183964213564998
11760,25.081891260372473,25.125215394865517
11820,25.05806787333752,25.151842789292854
11880,25.089755326202503,25.09998698229039
11940,25.001322554762822,25.16632200688003
12000,25.08894256172616,25.16380430786672
12060,25.030443132416696,25.10731311258964
12120,25.041911492479546,25.080270464090624
12180,25.034562547389662,25.0266051586656
12240,25.046198689086033,25.05862429935694
12300,25.020039034632923,25.00421558944734
12360,25.02003238492253,25.054315130573112
12420,25.00340079247099,25.10120442383567
12480,25.002257708438375,25.194990706565513
12540,25.011861241355735,25.13534967863406
12600,25.023131987734658,25.08959380025615
12660,25.05858393436864,25.10315518183857
12720,25.059186909759788,25.145948444231212
12780,25.056389329019392,25.129715785478773
12840,25.027759875671823,25.003807380711738
12900,25.032840228108284,25.011393298220696
12960,25.018345662764364,25.192264696566046
13020,25.017248512308086,25.013570493353722
13080,25.053185792295483,25.174916640990702
13140,25.021491397221887,25.067748324682032
13200,25.08255646308021,25.14492915684573
13260,25.058881468461696,25.124770796267473
13320,25.06504036745518,25.051189027386712
13380,25.088925173516554,25.171360875507574
13440,25.02833849408285,25.009792013090998
13500,25.04434258436531,25.176834191830885
13560,25.047615377650228,25.065101451608893
13620,25.01282473428981,25.11521314128618
13680,25.0870501854065,25.0895559819354
13740,25.036891690521774,25.109455459900005
13800,25.08397997479282,25.138552307761007
13860,25.021639008153137,25.135955697161272
13920,25.099150399204483,25.048389343953705
13980,25.02849222144931,25.10311535755774
14040,25.05146800424508,25.164750718596167
14100,25.06684653413037,25.01401486485478
14160,25.036728762726025,25.053890953289667
14220,25.081532120369843,25.190537796736955
14280,25.068473425239265,25.053759475473594
14340,25.070555198667023,25.10781815213079
14400,25.065827882044026,25.115663518093434
14460,25.010579421348286,25.021674779357152
14520,25.081751335525613,25.099788288250267
14580,25.000218996975356,25.08920172253897
14640,25.021469433081286,25.154913953037937
14700,25.021476078391316,25.186493648361584
14760,25.070602711902897,25.11535931679256
14820,25.093877401474852,25.018632010355354
14880,25.055368136308807,25.01615829963534
14940,25.094047205971016,25.196112010596117
15000,25.021722301773654,25.190731457375527
15060,25.089843256812348,25.01630576850513
15120,25.07125544753509,25.162683854484857
15180,25.000799129407337,25.180727015964706
15240,25.05558243906753,25.074086416627804
15300,25.0722063754749,25.1528503608512
15360,25.08820639943103,25.008716087584205
15420,25.020125588156095,25.042146241470665
15480,25.099545052480337,25.079315991843746
15540,25.08250349404687,25.122783197259377
15600,25.085462924081234,25.04441542052736
15660,25.040465176900174,25.10267361703921
15720,25.008562772015683,25.048438249603826
15780,25.089856166910973,25.090188823962066
15840,25.097091986012178,25.124856709618186
15900,25.064655772079245,25.106642645779136
15960,25.03229504927255,25.17025210267767
16020,25.019215748349538,25.164140462764152
16080,25.032508260495227,25.06659480929602
16140,25.053556515265345,25.003161346281956
16200,25.046949035759965,25.01319823347114
16260,25.001859740397187,25.025704268587756
16320,25.001877474045234,25.142348030851615
16380,25.07618491540167,25.14659489864623
16440,25.05657340912347,25.07665454927923
16500,25.071347835304138,25.000989026380118
16560,25.093895631718024,25.020717595275347
16620,25.047564420511787,25.066466388196506
16680,25.018879770589265,25.159007147340066
16740,25.04906056753766,25.150533677918602
16800,25.087466523278145,25.18159053418064
16860,25.059609214221364,25.132983253011854
16920,25.032904497593012,25.07872893602292
16980,25.060668022674452,25.152269557377153
17040,25.00267747095046,25.126381527162245
17100,25.052063452682148,25.15548487561538
17160,25.050573508018246,25.188513393779854
17220,25.019112963322847,25.089496802553786
17280,25.032171702376694,25.169248087179124
17340,25.048408916544947,25.155109929947276
17400,25.09252873894133,25.14366910794496
17460,25.068792438303863,25.10728132853726
17520,25.03651341248307,25.120167295985308
17580,25.076854978339487,25.138270756650197
17640,25.012738987888508,25.116127625551712
17700,25.051777143251286,25.071455281742438
17760,25.05104009102819,25.093338627130446
17820,25.018047687294924,25.19057250647758
17880,25.013851221954575,25.047818646407947
17940,25.062233139460222,25.036666860482587
18000,25.038864817419277,25.00620118135502
18060,25.03157285640647,25.080054349707886
18120,25.09188253466539,25.1734442570077
18180,25.089816951885915,25.013493845566614
18240,25.052871287816735,25.08492487206378
18300,25.071804047743672,25.006636636866208
18360,25.07812264813074,25.005088980924096
18420,25.07605120218302,25.136042158182832
18480,25.034327564857026,25.030687198702832
18540,25.01507755891766,25.176126981206032
18600,25.061654306332592,25.13574020328921
18660,25.09992438565427,25.19397270706489
18720,25.0539066573717,25.070721122449044
18780,25.085010930700857,25.17495114014399
18840,25.004097233952454,25.08489088955883
18900,25.00855831502043,25.120944500050136
18960,25.096773139093475,25.091269202376825
19020,25.035952442929617,25.016625019483097
19080,25.033127176631186,25.042066704280362
19140,25.068949487139513,25.015580160844095
19200,25.08631760851091,25.014614847941257
19260,25.028896390990752,25.193203861655828
19320,25.05220948257978,25.05205482625401
19380,25.08312839404355,25.05969560357511
19440,25.017555705500136,25.02060081677552
19500,25.027342007270015,25.14739825038136
19560,25.04553025047667,25.020374080294083
19620,25.036446226484802,25.01129763299089
19680,25.084017415312495,25.141138504879006
19740,25.04556498580597,25.004614950517936
19800,25.036565395036998,25.06418887601335
19860,25.075817675171333,25.09631450988152
19920,25.007755907313243,25.106070200772454
19980,25.048665249539017,25.11785633370908
20040,25.087609368768845,25.16626530485017
20100,25.070611339553235,25.030900694347945
20160,25.05160495212719,25.14085055903215
20220,25.094163561442873,25.088033077523765
20280,25.01662834316688,25.05984106729349
20340,25.085057840749133,25.132124628289642
20400,25.053414434405727,25.17879351845828
20460,25.082309738176107,25.183111878931204
20520,25.006293642544147,25.027707829412027
20580,25.059766276313212,25.014049228269574
20640,25.087661039998636,25.073992037740414
20700,25.091871502529706,25.139760343261536
20760,25.042725330705156,25.080380087730255
20820,25.081138848673124,25.16349317291167
20880,25.06928424768461,25.01946864914613
20940,25.08645971952416,25.16449045329207
21000,25.035970587121735,25.167477553293047
21060,25.010453154762317,25.180513667249215
21120,25.00832202080444,25.159274460147287
21180,25.059064624808663,25.113000122911195
21240,25.027920675326904,25.199684318352325
21300,25.08064725181115,25.188610902702298
21360,25.05810075976373,25.12493178799097
21420,25.050208250947012,25.080031585481954
21480,25.013481899312932,25.021423431380896
21540,25.043004678162415,25.071484272807556
21600,25.0204394331341,25.075065030129757
21660,25.02862125212436,25.056637264838066
21720,25.033734156153052,25.19650924355124
21780,25.086383289458023,25.091501457372935
21840,25.08472937463739,25.163350015335322
21900,25.068519090513938,25.103556996165924
21960,25.095659737955813,25.151856136714038
22020,25.049192385677255,25.074933032663605
22080,25.002020235614886,25.112218775251435
22140,25.00843915603913,25.149656201905735
22200,25.08693005392457,25.187347225192354
22260,25.05249660921623,25.10833741157975
22320,25.01192151047247,25.169467139841284
22380,25.048234502484743,25.194404266152688
22440,25.051663027724818,25.134870986944595
22500,25.003790030764836,25.066433852432723
22560,25.06407750438547,25.113554667973823
22620,25.09576187277379,25.06080664331265
22680,25.003026855717575,25.195641396845193
22740,25.056035615934643,25.11380480137552
22800,25.004697931501635,25.162032053362893
22860,25.051336562617863,25.052792129745136
22920,25.087784010693635,25.06340047077586
22980,25.0203049943227,25.14693860060347
23040,25.042593177138688,25.084532016707264
23100,25.088935712610482,25.057663165119287
23160,25.014287706536038,25.100484706609105
23220,25.014040533522884,25.118969553201893
23280,25.043371485266576,25.193730600356524
23340,25.089807965445537,25.07736177554783
23400,25.0512938368609,25.158413709619076
23460,25.010202295423834,25.13717295613739
23520,25.087420224243093,25.007277242093394
23580,25.064070367837772,25.036372015278584
23640,25.001758492332094,25.170080807286116
23700,25.02716258987235,25.19554158360551
23760,25.01612027815401,25.07881202885945
23820,25.04397923489872,25.1703773242753
23880,25.053303584218295,25.18223737679723
23940,25.020265041152033,25.009485981184632
24000,25.001983439662308,25.046253039838476
24060,25.02662092668473,25.094885376127742
24120,25.024666710891424,25.13224306535574
24180,25.002477633685032,25.118518741685552
24240,25.099299519234435,25.025301436551
24300,25.044989078817427,25.09345524749809
24360,25.057552196210473,25.089810879184224
24420,25.031680321171525,25.084607829874997
24480,25.072214207555685,25.1008792437315
24540,25.0633371774459,25.081881773483037
24600,25.083705665507484,25.15012978390951
24660,25.081841083258826,25.012958675325592
24720,25.020911209211953,25.118862217681716
24780,25.001706118496642,25.083015393551136
24840,25.092045065125767,25.072726398834135
24900,25.095131357518497,25.16477838752991
24960,25.04345457860441,25.034933589165785
25020,25.04228089857299,25.005917000656556
25080,25.002629129061795,25.186837280479978
25140,25.003844129358818,25.09780866487381
25200,25.006840251109594,25.071780426181657
25260,25.00126935923838,25.01510262570334
25320,25.068161446227215,25.15289953372916
25380,25.049500585388383,25.12930224027883
25440,25.084517711567603,25.077833758761805
25500,25.096402617986083,25.004418812376247
25560,25.07776530269341,25.193990722065603
25620,25.07603112380976,25.0845821687235
25680,25.037757614716213,25.032605194928877
25740,25.037454169839535,25.170684890683095
25800,25.017683845672142,25.064089668441966
25860,25.094351244719256,25.091699941559195
25920,25.033840368851727,25.18931475186813
25980,25.06576600259526,25.154478408798976
26040,25.070302237506013,25.11573617583459
26100,25.01565701667792,25.164679122634826
26160,25.078935240042448,25.13934953472152
26220,25.000162351574065,25.06383588170346
26280,25.037510133607906,25.071907505656377
26340,25.09255538730592,25.02581254171966
26400,25.086397063865864,25.052615793349627
26460,25.05377857686322,25.108276915633354
26520,25.082871560684744,25.058534982583843
26580,25.090357385386042,25.136048117196083
26640,25.02336494038962,25.03111896891959
26700,25.012438316974993,25.116339714319476
26760,25.080192354296308,25.094233335169687
26820,25.005957598049317,25.105094953140046
26880,25.089308970415473,25.033473255617917
26940,25.064541439556905,25.081717485947824
27000,25.066770099541404,25.197670360249752
27060,25.09907548152749,25.093666602814405
27120,25.023687975988995,25.160907698298008
27180,25.080786945956657,25.197638641278587
27240,25.027248302826703,25.053909874890547
27300,25.044618990541334,25.09970052600336
27360,25.02989153804821,25.138463047590943
27420,25.091047743843237,25.01100304613649
27480,25.065507128277247,25.056561558909216
27540,25.04997596204308,25.02737260782588
27600,25.02020754169442,25.08849016615921
27660,25.043046047782685,25.168580693733862
27720,25.025287997595807,25.05694137440161
27780,25.043080321605018,25.02013578005923
27840,25.046616553112905,25.02571237679989
27900,25.085723844386248,25.017381340545533
27960,25.00000803525873,25.164683538929125
28020,25.016131788489837,25.128138650816833
28080,25.099341483781327,25.111001365815962
28140,25.080319069609004,25.12542388544186
28200,25.0134477561347,25.005004871169998
28260,25.080547671653303,25.146884844251993
28320,25.093569142881826,25.0005652806304
28380,25.021433265994926,25.115004957477346
28440,25.00076335378864,25.15169313522243
28500,25.08426529516161,25.01519323637654
28560,25.01094748691881,25.01392156507342
28620,25.000633131662745,25.11084180017497
28680,25.079683336353614,25.16716230025342
28740,25.05938898796086,25.0510766419009
28800,25.036790232952463,25.174478798876024
28860,25.061898003041108,25.142735277012758
28920,25.06326724392557,25.068507373993576
28980,25.056182371737798,25.004428454770096
29040,25.008163335893844,25.19949229268057
29100,25.05700960486948,25.15752731759816
29160,25.081176336375325,25.127656736004045
29220,25.014403955348737,25.059261740026617
29280,25.04031058123283,25.18047577798367
29340,25.073363615471212,25.08151385834235
29400,25.053489075535207,25.174899798456277
29460,25.022076835679492,25.048842569240794
29520,25.076870513888707,25.167627064431812
29580,25.05454763956371,25.061018687703083
29640,25.06024757757444,25.016197263860498
29700,25.011992039582882,25.186263917465784
29760,25.027761404044426,25.189997910005893
29820,25.098327655503713,25.05751721003662
29880,25.020429582423244,25.195392185350123
29940,25.08629979936017,25.042837879481187
30000,25.040128388068307,25.057619044851617
30060,25.072281981867015,25.016460728400403
30120,25.03441345741671,25.07071361963505
30180,25.080520583456934,25.019539266807968
30240,25.04500808870446,25.029598242864665
30300,25.00486299729056,25.166992524307084
30360,25.081051786445798,25.15474668602585
30420,25.001872160141566,25.152681924766302
30480,25.012423748828983,25.03947687677493
30540,25.05237956883014,25.041908328996392
30600,25.031429709038253,25.17664639741597
30660,25.0572772553059,25.190227819664393
30720,25.04741437109293,25.16488041549416
30780,25.010860497743746,25.12777545059609
30840,25.074524313208386,25.01920284791477
30900,25.0323050715913,25.19970033967935
30960,25.000292263630005,25.146264568842078
31020,25.049873056542467,25.16078021060489
31080,25.03335896565974,25.18445077292664
31140,25.033738864960007,25.031149207150133
31200,25.070518036374295,25.053371033866192
31260,25.071794723892097,25.01656512435603
31320,25.017248802297072,25.19369823996632
31380,25.006542834925757,25.189984795372308
31440,25.07907539653565,25.00302935611206
31500,25.04492776175009,25.18839130418679
31560,25.038652081156652,25.002495009153062
31620,25.046142445893178,25.039682148964815
31680,25.01521034172552,25.097776197141815
31740,25.085978166017963,25.017205143098288
31800,25.035644029910557,25.16431170268022
31860,25.084929618662084,25.01096583855163
31920,25.084696261924616,25.130491867326203
31980,25.067367106436993,25.042377222766515
32040,25.077872650632763,25.180469763833823
32100,25.009317227481237,25.094712840635914
32160,25.034275612638773,25.05552503209143
32220,25.043937249201434,25.13237188840119
32280,25.01752715908226,25.17045014525357
32340,25.031956858124158,25.111371875651294
32400,25.009279481335756,25.013321409028244
32460,25.0842584566382,25.134330526432656
32520,25.073698832975268,25.06043074835044
32580,25.052677784465537,25.033299341888988
32640,25.0199500240684,25.113706957288155
32700,25.088493725422715,25.023298155355427
32760,25.06253031258764,25.008431833564007
32820,25.062110445758897,25.19120770433123
32880,25.015652023858316,25.0306116861248
32940,25.046324456544564,25.154468837067423
33000,25.050857378988525,25.082939714267084
33060,25.04540446528804,25.064126197872135
33120,25.005440168160064,25.028549941152416
33180,25.061172371208222,25.061929053519314
33240,25.038479633222657,25.15811818996307
33300,25.073507448612943,25.06616312358489
33360,25.018827333877503,25.105301556782095
33420,25.0954196897209,25.07093086694389
33480,25.022326605002952,25.11764428868833
33540,25.00768642053524,25.11570692961286
33600,25.028657324433937,25.081893812938866
33660,25.022415964647692,25.069936717795883
33720,25.03276360216741,25.01739102142523
33780,25.07991116925468,25.0049932432932
33840,25.01158662832064,25.13102938681002
33900,25.037640855418104,25.018892874353348
33960,25.034611448072493,25.1232553761318
34020,25.046592878760894,25.03398997875392
34080,25.054618875443623,25.09471644486622
34140,25.06651022193743,25.17479094991901
34200,25.006811470863706,25.005599946407564
34260,25.097394096012735,25.003894339606248
34320,25.035574515384777,25.140011087182867
34380,25.059277807650535,25.07248407025888
34440,25.054102887405676,25.195636091966115
34500,25.010326594888127,25.1375284936777
34560,25.066577013445787,25.021874654029784
34620,25.061140837389246,25.109301345804546
34680,25.06633951275721,25.05629740108202
34740,25.08983510502598,25.095566178861947
34800,25.085148938944627,25.04474448348856
34860,25.00320923110173,25.19700657699201
34920,25.074021565217105,25.078066832622365
34980,25.02475875116219,25.110406422968985
35040,25.014645021166242,25.124214503751904
35100,25.037939872898693,25.00802148801061
35160,25.069063271265826,25.022937650445957
35220,25.071995609774913,25.07438309084253
35280,25.080654470623266,25.047610572731003
35340,25.09073187279388,25.12774246393799
35400,25.064392057595633,25.131298992797525
35460,25.001409768142995,25.195400467923633
35520,25.00359334195866,25.025750089272453
35580,25.092583173003717,25.18755691825657
35640,25.098490978372578,25.114110264593688
35700,25.075854896231046,25.027926699326965
35760,25.06174607853817,25.04122481682003
35820,25.02540555690201,25.1053869209653
35880,25.05373263398298,25.020778857757815
35940,25.0706056382213,25.079443610674346
