Cycle,Step,Capacity(Ah),Energy(Wh),Voltage(V),Current(A)
42,CC_DChg,2.491441280954695,7.972612099055024,2.5,-2.5
43,CC_Chg,2.4413891075400915,9.217489487651365,4.2,1.25
43,CC_DChg,2.4912133750409096,7.971882800130911,2.5,-2.5
44,CC_Chg,2.4411907233527153,9.2167404861276,4.2,1.25
44,CC_DChg,2.4910109421966484,7.971235015029276,2.5,-2.5
45,CC_Chg,2.440993070687565,9.21599424647346,4.2,1.25
45,CC_DChg,2.490809255803638,7.970589618571641,2.5,-2.5
46,CC_Chg,2.4408139942558593,9.215318141578244,4.2,1.25
46,CC_DChg,2.4906265247508768,7.970004879202806,2.5,-2.5
47,CC_Chg,2.440603746447735,9.214524348833287,4.2,1.25
47,CC_DChg,2.4904119861711584,7.969318355747707,2.5,-2.5
48,CC_Chg,2.440406984187065,9.213781470910348,4.2,1.25
48,CC_DChg,2.490211208354148,7.968675866733275,2.5,-2.5
49,CC_Chg,2.4402346889139683,9.213130968348658,4.2,1.25
49,CC_DChg,2.4900353968509883,7.968113269923163,2.5,-2.5
50,CC_Chg,2.4400358231322876,9.212380148560678,4.2,1.25
50,CC_DChg,2.489832472583967,7.967463912268695,2.5,-2.5
51,CC_Chg,2.4398347243088585,9.211620897900794,4.2,1.25
51,CC_DChg,2.489627269702917,7.9668072630493345,2.5,-2.5
52,CC_Chg,2.43961251730377,9.210781953085663,4.2,1.25
52,CC_DChg,2.48940052786099,7.966081689155168,2.5,-2.5
53,CC_Chg,2.4394097902345258,9.210016554967087,4.2,1.25
53,CC_DChg,2.489193663504618,7.9654197232147785,2.5,-2.5
54,CC_Chg,2.4392344508231387,9.209354559230219,4.2,1.25
54,CC_DChg,2.489014745737897,7.96484718636127,2.5,-2.5
55,CC_Chg,2.439056555691149,9.208682914344134,4.2,1.25
55,CC_DChg,2.4888332200930092,7.96426630429763,2.5,-2.5
56,CC_Chg,2.4388781513075095,9.20800934677325,4.2,1.25
56,CC_DChg,2.4886511748035813,7.9636837593714604,2.5,-2.5
57,CC_Chg,2.438664279597308,9.207201871949021,4.2,1.25
57,CC_DChg,2.4884329383646002,7.962985402766721,2.5,-2.5
58,CC_Chg,2.4384964983592403,9.206568412172643,4.2,1.25
58,CC_DChg,2.488261733019633,7.9624375456628265,2.5,-2.5
59,CC_Chg,2.438265395635763,9.205695881481963,4.2,1.25
59,CC_DChg,2.488025913914044,7.961682924524941,2.5,-2.5
60,CC_Chg,2.438032974270537,9.204818372245906,4.2,1.25
60,CC_DChg,2.48778874925565,7.960923997618081,2.5,-2.5
61,CC_Chg,2.4378104199530024,9.203978116149091,4.2,1.25
61,CC_DChg,2.487561653013268,7.9601972896424575,2.5,-2.5
62,CC_Chg,2.4376216200299874,9.203265300113218,4.2,1.25
62,CC_DChg,2.4873690000305992,7.959580800097918,2.5,-2.5
63,CC_Chg,2.4374392962074047,9.202576934660609,4.2,1.25
63,CC_DChg,2.487182955313678,7.95898545700377,2.5,-2.5
64,CC_Chg,2.4372330053850746,9.201798081555895,4.2,1.25
64,CC_DChg,2.486972454474566,7.958311854318612,2.5,-2.5
65,CC_Chg,2.4370642849157202,9.201161075702208,4.2,1.25
65,CC_DChg,2.4868002907303266,7.957760930337045,2.5,-2.5
66,CC_Chg,2.4368773447727143,9.20045528128474,4.2,1.25
66,CC_DChg,2.4866095354823616,7.957150513543557,2.5,-2.5
67,CC_Chg,2.436718475173304,9.199855467491048,4.2,1.25
67,CC_DChg,2.486447423646229,7.9566317556679325,2.5,-2.5
68,CC_Chg,2.436517474600164,9.199096587776129,4.2,1.25
68,CC_DChg,2.4862423210205753,7.955975427265841,2.5,-2.5
69,CC_Chg,2.436327624706794,9.198379807566468,4.2,1.25
69,CC_DChg,2.486048596639586,7.955355509246676,2.5,-2.5
70,CC_Chg,2.4361080011136393,9.197550616449455,4.2,1.25
70,CC_DChg,2.485824490932285,7.954638370983313,2.5,-2.5
71,CC_Chg,2.4359372003010336,9.196905756238598,4.2,1.25
71,CC_DChg,2.48565020438881,7.954080654044192,2.5,-2.5
72,CC_Chg,2.435730342720729,9.196124763333366,4.2,1.25
72,CC_DChg,2.4854391252252337,7.9534052007207485,2.5,-2.5
73,CC_Chg,2.4355563928237123,9.195468013722179,4.2,1.25
73,CC_DChg,2.4852616253303186,7.95283720105702,2.5,-2.5
74,CC_Chg,2.4353907384232314,9.194842583842814,4.2,1.25
74,CC_DChg,2.4850925902277874,7.95229628872892,2.5,-2.5
75,CC_Chg,2.435200768105541,9.194125348969902,4.2,1.25
75,CC_DChg,2.484898742964838,7.951675977487482,2.5,-2.5
76,CC_Chg,2.4350294333455,9.193478472835052,4.2,1.25
76,CC_DChg,2.4847239115770408,7.951116517046531,2.5,-2.5
77,CC_Chg,2.434843845192389,9.192777782869223,4.2,1.25
77,CC_DChg,2.484534535910601,7.950510514913923,2.5,-2.5
78,CC_Chg,2.434643659847926,9.192021981058495,4.2,1.25
78,CC_DChg,2.4843302651509447,7.949856848483023,2.5,-2.5
79,CC_Chg,2.4344303248247874,9.191216532501748,4.2,1.25
79,CC_DChg,2.4841125763518237,7.949160244325836,2.5,-2.5
80,CC_Chg,2.4342722450378558,9.19061970065313,4.2,1.25
80,CC_DChg,2.483951270446792,7.948644065429734,2.5,-2.5
81,CC_Chg,2.4340935709829914,9.189945114935785,4.2,1.25
81,CC_DChg,2.4837689499826445,7.948060639944463,2.5,-2.5
82,CC_Chg,2.4339162065477797,9.189275473700802,4.2,1.25
82,CC_DChg,2.4835879658650812,7.9474814907682605,2.5,-2.5
83,CC_Chg,2.4337064756472024,9.18848363254556,4.2,1.25
83,CC_DChg,2.4833739547420435,7.9467966551745395,2.5,-2.5
84,CC_Chg,2.4335096669096608,9.18774057914872,4.2,1.25
84,CC_DChg,2.483173129499654,7.946154014398893,2.5,-2.5
85,CC_Chg,2.4333265625668785,9.187049266834133,4.2,1.25
85,CC_DChg,2.4829862883335494,7.945556122667359,2.5,-2.5
86,CC_Chg,2.4331678231078597,9.186449944386819,4.2,1.25
86,CC_DChg,2.4828243092937345,7.945037789739951,2.5,-2.5
87,CC_Chg,2.4330094718528668,9.185852087607762,4.2,1.25
87,CC_DChg,2.482662726380476,7.944520724417524,2.5,-2.5
88,CC_Chg,2.4327879062317117,9.185015564344218,4.2,1.25
88,CC_DChg,2.4824366390119508,7.943797244838243,2.5,-2.5
89,CC_Chg,2.4325705577622885,9.18419496298007,4.2,1.25
89,CC_DChg,2.4822148548594782,7.9430875355503305,2.5,-2.5
90,CC_Chg,2.4323818961227177,9.18348266903475,4.2,1.25
90,CC_DChg,2.482022342982365,7.942471497543568,2.5,-2.5
91,CC_Chg,2.4322031723265285,9.182807895518527,4.2,1.25
91,CC_DChg,2.481839971761764,7.941887909637645,2.5,-2.5
92,CC_Chg,2.4319749023373687,9.181946059845167,4.2,1.25
92,CC_DChg,2.4816070432013966,7.94114253824447,2.5,-2.5
93,CC_Chg,2.4317910199203645,9.181251809903417,4.2,1.25
93,CC_DChg,2.4814194080820045,7.940542105862415,2.5,-2.5
94,CC_Chg,2.431619560348019,9.18060446253844,4.2,1.25
94,CC_DChg,2.481244449334713,7.9399822378710825,2.5,-2.5
95,CC_Chg,2.431461429515533,9.18000743796681,4.2,1.25
95,CC_DChg,2.4810830913423807,7.939465892295619,2.5,-2.5
96,CC_Chg,2.431287781032795,9.17935182634831,4.2,1.25
96,CC_DChg,2.4809058990130564,7.9388988768417805,2.5,-2.5
97,CC_Chg,2.431122053984481,9.178726122186307,4.2,1.25
97,CC_DChg,2.480736789780083,7.938357727296266,2.5,-2.5
98,CC_Chg,2.4309311702775,9.178005438802806,4.2,1.25
98,CC_DChg,2.4805420104872447,7.937734433559183,2.5,-2.5
99,CC_Chg,2.4307371607587642,9.177272953885131,4.2,1.25
99,CC_DChg,2.480344041590576,7.937100933089844,2.5,-2.5
100,CC_Chg,2.4305134506168122,9.176428333961434,4.2,1.25
100,CC_DChg,2.4801157659355226,7.936370450993673,2.5,-2.5
101,CC_Chg,2.430282535662593,9.175556512195504,4.2,1.25
101,CC_DChg,2.4798801384312172,7.935616442979896,2.5,-2.5
102,CC_Chg,2.4300842748721454,9.1748079765581,4.2,1.25
102,CC_DChg,2.479677831502189,7.934969060807005,2.5,-2.5
103,CC_Chg,2.4298777956171658,9.174028412023993,4.2,1.25
103,CC_DChg,2.479467138384863,7.934294842831562,2.5,-2.5
104,CC_Chg,2.429683981708931,9.17329666563576,4.2,1.25
104,CC_DChg,2.479269369090746,7.9336619810903874,2.5,-2.5
105,CC_Chg,2.429509056782351,9.17263623479051,4.2,1.25
105,CC_DChg,2.479090874267705,7.933090797656657,2.5,-2.5
106,CC_Chg,2.4293445618885436,9.17201518264042,4.2,1.25
106,CC_DChg,2.4789230223352487,7.932553671472796,2.5,-2.5
107,CC_Chg,2.4291474673260116,9.17127105010841,4.2,1.25
107,CC_DChg,2.4787219054347056,7.931910097391058,2.5,-2.5
108,CC_Chg,2.4289467318315383,9.170513171200707,4.2,1.25
108,CC_DChg,2.478517073297488,7.931254634551962,2.5,-2.5
109,CC_Chg,2.428781396201233,9.169888944841391,4.2,1.25
109,CC_DChg,2.478348363470646,7.930714763106067,2.5,-2.5
110,CC_Chg,2.428551939860602,9.169022630085948,4.2,1.25
110,CC_DChg,2.478114224347553,7.92996551791217,2.5,-2.5
111,CC_Chg,2.4283330573441897,9.168196236911736,4.2,1.25
111,CC_DChg,2.47789087484101,7.929250799491232,2.5,-2.5
112,CC_Chg,2.428134969053235,9.167448352547929,4.2,1.25
112,CC_DChg,2.4776887439318727,7.928603980581993,2.5,-2.5
113,CC_Chg,2.4279667936318554,9.166813404528435,4.2,1.25
113,CC_DChg,2.4775171363590363,7.928054836348917,2.5,-2.5
114,CC_Chg,2.427746334770392,9.165981059847399,4.2,1.25
114,CC_DChg,2.4772921783371347,7.927334970678832,2.5,-2.5
115,CC_Chg,2.4275704064976447,9.165316840858456,4.2,1.25
115,CC_DChg,2.4771126596914743,7.926760511012718,2.5,-2.5
116,CC_Chg,2.427363283193799,9.164534844711282,4.2,1.25
116,CC_DChg,2.4769013093814274,7.926084190020568,2.5,-2.5
117,CC_Chg,2.4271457469216844,9.163713534296157,4.2,1.25
117,CC_DChg,2.4766793335935557,7.9253738674993786,2.5,-2.5
118,CC_Chg,2.4269718440397963,9.163056962191067,4.2,1.25
118,CC_DChg,2.4765018816732614,7.924806021354437,2.5,-2.5
119,CC_Chg,2.4268048200570975,9.162426361440062,4.2,1.25
119,CC_DChg,2.4763314490378545,7.924260636921135,2.5,-2.5
120,CC_Chg,2.426614820910968,9.161709017725084,4.2,1.25
120,CC_DChg,2.4761375723581307,7.923640231546019,2.5,-2.5
121,CC_Chg,2.426386856445145,9.160848335558201,4.2,1.25
121,CC_DChg,2.4759049555562704,7.922895857780066,2.5,-2.5
122,CC_Chg,2.426191947867865,9.160112456235817,4.2,1.25
122,CC_DChg,2.4757060692529236,7.922259421609356,2.5,-2.5
123,CC_Chg,2.425963283038262,9.159249129838337,4.2,1.25
123,CC_DChg,2.475472737794145,7.921512760941264,2.5,-2.5
124,CC_Chg,2.4257976311712643,9.158623709524162,4.2,1.25
124,CC_DChg,2.4753037052768003,7.920971856885761,2.5,-2.5
125,CC_Chg,2.4256065451154054,9.157902262170408,4.2,1.25
125,CC_DChg,2.4751087195055157,7.92034790241765,2.5,-2.5
126,CC_Chg,2.4254406814971596,9.157276042387235,4.2,1.25
126,CC_DChg,2.474939470915469,7.919806306929501,2.5,-2.5
127,CC_Chg,2.425272545581631,9.156641243522486,4.2,1.25
127,CC_DChg,2.4747679036547257,7.919257291695122,2.5,-2.5
128,CC_Chg,2.4250387330611893,9.155758481965716,4.2,1.25
128,CC_DChg,2.4745293194501934,7.918493822240619,2.5,-2.5
129,CC_Chg,2.4248127688728296,9.154905351866805,4.2,1.25
129,CC_DChg,2.4742987437477852,7.917755979992913,2.5,-2.5
130,CC_Chg,2.424591146348593,9.154068613765098,4.2,1.25
130,CC_DChg,2.474072598314891,7.917032314607652,2.5,-2.5
131,CC_Chg,2.4243847356006554,9.153289307880026,4.2,1.25
131,CC_DChg,2.4738619751027096,7.916358320328671,2.5,-2.5
132,CC_Chg,2.4241539821064677,9.152418095708093,4.2,1.25
132,CC_DChg,2.4736265123535386,7.915604839531324,2.5,-2.5
133,CC_Chg,2.423920047797232,9.15153487433649,4.2,1.25
133,CC_DChg,2.4733878038747266,7.9148409723991255,2.5,-2.5
134,CC_Chg,2.4236970532441173,9.15069295612575,4.2,1.25
134,CC_DChg,2.473160258412365,7.914112826919568,2.5,-2.5
135,CC_Chg,2.4234770013648106,9.14986214801,4.2,1.25
135,CC_DChg,2.472935715678378,7.91339429017081,2.5,-2.5
136,CC_Chg,2.4232739858149457,9.149095660729897,4.2,1.25
136,CC_DChg,2.472728556954026,7.9127313822528835,2.5,-2.5
137,CC_Chg,2.4230752079649145,9.14834517292876,4.2,1.25
137,CC_DChg,2.4725257224131783,7.912082311722171,2.5,-2.5
138,CC_Chg,2.422911649150553,9.147727654956169,4.2,1.25
138,CC_DChg,2.4723588256638296,7.911548242124255,2.5,-2.5
139,CC_Chg,2.4227144917557637,9.146983285200333,4.2,1.25
139,CC_DChg,2.4721576446487386,7.910904462875964,2.5,-2.5
140,CC_Chg,2.422516186466239,9.14623458155621,4.2,1.25
140,CC_DChg,2.471955292312489,7.910256935399964,2.5,-2.5
141,CC_Chg,2.4223010377272187,9.145422285296643,4.2,1.25
141,CC_DChg,2.4717357527828763,7.909554408905205,2.5,-2.5
142,CC_Chg,2.4221431647256213,9.144826234168162,4.2,1.25
142,CC_DChg,2.471574657883287,7.909038905226518,2.5,-2.5
143,CC_Chg,2.421944170229726,9.144074928418355,4.2,1.25
143,CC_DChg,2.471371602275231,7.908389127280739,2.5,-2.5
144,CC_Chg,2.4217854362521356,9.143475626666227,4.2,1.25
144,CC_DChg,2.47120962882871,7.907870812251872,2.5,-2.5
145,CC_Chg,2.421618655010834,9.142845942387844,4.2,1.25
145,CC_DChg,2.471039443888606,7.90732622044354,2.5,-2.5
146,CC_Chg,2.4214044267410957,9.142037121369443,4.2,1.25
146,CC_DChg,2.470820843613363,7.906626699562762,2.5,-2.5
147,CC_Chg,2.421170973399191,9.141155715894905,4.2,1.25
147,CC_DChg,2.470582625917542,7.905864402936135,2.5,-2.5
148,CC_Chg,2.420994385118943,9.140489005040907,4.2,1.25
148,CC_DChg,2.4704024337948396,7.905287788143487,2.5,-2.5
149,CC_Chg,2.420817047431098,9.139819464790882,4.2,1.25
149,CC_DChg,2.4702214769705084,7.9047087263056275,2.5,-2.5
150,CC_Chg,2.4205971873062277,9.138989380645963,4.2,1.25
150,CC_DChg,2.469997129904314,7.903990815693806,2.5,-2.5
151,CC_Chg,2.420372561151612,9.138141302307107,4.2,1.25
151,CC_DChg,2.469767919542461,7.903257342535875,2.5,-2.5
152,CC_Chg,2.4201670709944727,9.137365472121989,4.2,1.25
152,CC_DChg,2.4695582357086456,7.902586354267666,2.5,-2.5
153,CC_Chg,2.4199940209091237,9.136712119758938,4.2,1.25
153,CC_DChg,2.469381653988902,7.902021292764487,2.5,-2.5
154,CC_Chg,2.4197717918342336,9.135873091619047,4.2,1.25
154,CC_DChg,2.469154889626769,7.901295646805662,2.5,-2.5
155,CC_Chg,2.419609045889311,9.135258642643318,4.2,1.25
155,CC_DChg,2.4689888223360317,7.900764231475302,2.5,-2.5
156,CC_Chg,2.41943607933944,9.134605605669316,4.2,1.25
156,CC_DChg,2.4688123258565717,7.90019944274103,2.5,-2.5
157,CC_Chg,2.4192247985323894,9.13380791282637,4.2,1.25
157,CC_DChg,2.468596733196316,7.899509546228211,2.5,-2.5
158,CC_Chg,2.4190274354532932,9.133062766507331,4.2,1.25
158,CC_DChg,2.468395342299279,7.898865095357692,2.5,-2.5
159,CC_Chg,2.418816608744935,9.132266788118633,4.2,1.25
159,CC_DChg,2.4681802130050357,7.898176681616114,2.5,-2.5
160,CC_Chg,2.418627305186748,9.13155207060303,4.2,1.25
160,CC_DChg,2.467987046108927,7.897558547548567,2.5,-2.5
161,CC_Chg,2.418455879843955,9.130904852472074,4.2,1.25
161,CC_DChg,2.4678121222897498,7.896998791327199,2.5,-2.5
162,CC_Chg,2.4182768986572873,9.130229107175474,4.2,1.25
162,CC_DChg,2.4676294884258034,7.896414362962571,2.5,-2.5
163,CC_Chg,2.4181071984642175,9.129588402364902,4.2,1.25
163,CC_DChg,2.467456324963487,7.895860239883159,2.5,-2.5
164,CC_Chg,2.417937839251442,9.128948984928915,4.2,1.25
164,CC_DChg,2.467283509440247,7.8953072302087905,2.5,-2.5
165,CC_Chg,2.417726338405033,9.128150461325125,4.2,1.25
165,CC_DChg,2.467067692250034,7.894616615200109,2.5,-2.5
166,CC_Chg,2.4175633011857576,9.127534912640105,4.2,1.25
166,CC_DChg,2.466901327740569,7.894084248769821,2.5,-2.5
167,CC_Chg,2.4173888036659754,9.12687609547358,4.2,1.25
167,CC_DChg,2.4667232690469136,7.893514460950124,2.5,-2.5
168,CC_Chg,2.4172014578252896,9.12616876934038,4.2,1.25
168,CC_DChg,2.466532099821724,7.892902719429518,2.5,-2.5
169,CC_Chg,2.4169932048980556,9.125382508288578,4.2,1.25
169,CC_DChg,2.4663195968347504,7.892222709871202,2.5,-2.5
170,CC_Chg,2.416829537749128,9.124764581297727,4.2,1.25
170,CC_DChg,2.4661525895399263,7.891688286527764,2.5,-2.5
171,CC_Chg,2.4166088484048553,9.123931366426495,4.2,1.25
171,CC_DChg,2.465927396331485,7.890967668260753,2.5,-2.5
172,CC_Chg,2.41639904849674,9.123139264732592,4.2,1.25
172,CC_DChg,2.465713314792592,7.890282607336295,2.5,-2.5
173,CC_Chg,2.416177909210118,9.122304351099427,4.2,1.25
173,CC_DChg,2.4654876624593043,7.889560519869774,2.5,-2.5
174,CC_Chg,2.4159861493671286,9.121580359855486,4.2,1.25
174,CC_DChg,2.4652919891501313,7.88893436528042,2.5,-2.5
175,CC_Chg,2.415808461557315,9.120909497716394,4.2,1.25
175,CC_DChg,2.465110675058485,7.888354160187152,2.5,-2.5
176,CC_Chg,2.415600431747419,9.120124079046379,4.2,1.25
176,CC_DChg,2.4648983997422644,7.887674879175247,2.5,-2.5
177,CC_Chg,2.4154089443789153,9.11940111653264,4.2,1.25
177,CC_DChg,2.464703004468281,7.887049614298499,2.5,-2.5
178,CC_Chg,2.41518929444737,9.118571825974765,4.2,1.25
178,CC_DChg,2.4644788718850714,7.886332390032229,2.5,-2.5
179,CC_Chg,2.415028001948568,9.117962864499695,4.2,1.25
179,CC_DChg,2.4643142877026203,7.885805720648385,2.5,-2.5
180,CC_Chg,2.4148486448667446,9.117285700007097,4.2,1.25
180,CC_DChg,2.4641312702721883,7.885220064871003,2.5,-2.5
181,CC_Chg,2.4146469608099506,9.116524239792671,4.2,1.25
181,CC_DChg,2.4639254702142352,7.8845615046855535,2.5,-2.5
182,CC_Chg,2.4144559596714807,9.115803113045386,4.2,1.25
182,CC_DChg,2.4637305710933477,7.883937827498713,2.5,-2.5
183,CC_Chg,2.414244461872292,9.11500460094641,4.2,1.25
183,CC_DChg,2.463514757012543,7.883247222440137,2.5,-2.5
184,CC_Chg,2.414071014065417,9.114349746981677,4.2,1.25
184,CC_DChg,2.4633377694545073,7.882680862254424,2.5,-2.5
185,CC_Chg,2.413843557863048,9.113490983768651,4.2,1.25
185,CC_DChg,2.4631056712888246,7.881938148124239,2.5,-2.5
186,CC_Chg,2.4136755019500096,9.112856486954119,4.2,1.25
186,CC_DChg,2.462934185663275,7.881389394122481,2.5,-2.5
187,CC_Chg,2.413509149529728,9.112228421693873,4.2,1.25
187,CC_DChg,2.462764438295641,7.880846202546052,2.5,-2.5
188,CC_Chg,2.4133226834655592,9.111524417165889,4.2,1.25
188,CC_DChg,2.4625741668015912,7.880237333765092,2.5,-2.5
189,CC_Chg,2.413137635766157,9.110825767688553,4.2,1.25
189,CC_DChg,2.4623853426185276,7.879633096379289,2.5,-2.5
190,CC_Chg,2.4129383678181946,9.110073429517673,4.2,1.25
190,CC_DChg,2.4621820079777494,7.878982425528799,2.5,-2.5
191,CC_Chg,2.4127090121478343,9.109207494843863,4.2,1.25
191,CC_DChg,2.4619479715794226,7.878233509054152,2.5,-2.5
192,CC_Chg,2.4124766952463874,9.108330380011871,4.2,1.25
192,CC_DChg,2.461710913516722,7.87747492325351,2.5,-2.5
193,CC_Chg,2.4122640595453984,9.107527571753035,4.2,1.25
193,CC_DChg,2.461493938311631,7.876780602597219,2.5,-2.5
194,CC_Chg,2.4120876728256175,9.106861621892639,4.2,1.25
194,CC_DChg,2.4613139518628753,7.876204645961201,2.5,-2.5
195,CC_Chg,2.411910357060643,9.106192164412633,4.2,1.25
195,CC_DChg,2.4611330174088195,7.875625655708223,2.5,-2.5
196,CC_Chg,2.411688942833298,9.105356212737963,4.2,1.25
196,CC_DChg,2.4609070845237735,7.874902670476075,2.5,-2.5
197,CC_Chg,2.4114826931659366,9.10457751501425,4.2,1.25
197,CC_DChg,2.4606966256795273,7.8742292021744875,2.5,-2.5
198,CC_Chg,2.411269215937814,9.103771529561136,4.2,1.25
198,CC_DChg,2.46047879177328,7.873532133674496,2.5,-2.5
199,CC_Chg,2.411090150479572,9.103095466096343,4.2,1.25
199,CC_DChg,2.4602960719179308,7.872947430137379,2.5,-2.5
200,CC_Chg,2.4109333151654204,9.102503332767405,4.2,1.25
200,CC_DChg,2.460136035883082,7.8724353148258635,2.5,-2.5
201,CC_Chg,2.4107429921641463,9.101784766334022,4.2,1.25
201,CC_DChg,2.4599418287389248,7.87181385196456,2.5,-2.5
202,CC_Chg,2.4105163051261593,9.100928907108969,4.2,1.25
202,CC_DChg,2.4597105154348564,7.8710736493915405,2.5,-2.5
203,CC_Chg,2.4102978721099104,9.100104211027213,4.2,1.25
203,CC_DChg,2.4594876246019495,7.8703603987262385,2.5,-2.5
204,CC_Chg,2.410103490901993,9.09937032279324,4.2,1.25
